sales,discount,profit,total_population,area,population_density,year,month,day_of_week,week_of_year,quarter,is_weekend,is_month_end,profit_margin,per_capita_income,income_to_sales_ratio,income_x_population,osm_supermarkets,osm_transit_hubs,osm_schools_colleges,osm_hospitals,osm_competitor_score,osm_accessibility_score,weather_avg_temp_c,weather_total_rain_mm,weather_avg_humidity,weather_is_monsoon,weather_is_summer,festival_score,is_festival_period,income_x_festival,category_encoded,sub_category_encoded,region_encoded,city_encoded,revenue_band_encoded,festival_name_encoded,festival_impact_encoded,sales_lag_1m,sales_lag_3m,sales_rolling_avg_3m,sales_per_capita,profit_per_capita,sales_per_sq_km,competitor_density,accessibility_per_capita,estimated_rent_per_sqft
926,0.15,268.54,68976,16.0,4311.0,2017,6,0,26,2,0,0,0.29,69000,74.51403887688984,4759344000,0,1,0,36,0,1,25.66,144.2,79.9,1,0,0,0,0,5,22,0,3,2,12,3,2376.0,521.0,1671.6666666666667,0.013424959406170263,0.003893238227789376,57.875,0.0,0.014497796334957087,39.93
1931,0.33,502.06,68976,16.0,4311.0,2017,6,0,26,2,0,0,0.26,69000,35.73278094251683,4759344000,0,1,0,36,0,1,25.66,144.2,79.9,1,0,0,0,0,5,8,0,3,3,12,3,926.0,1713.0,1744.3333333333333,0.027995244722802133,0.007278763627928555,120.6875,0.0,0.014497796334957087,39.93
915,0.21,155.55,68976,16.0,4311.0,2017,6,4,23,2,0,0,0.17,69000,75.40983606557377,4759344000,0,1,0,36,0,1,25.66,144.2,79.9,1,0,2,1,138000,6,16,3,3,2,16,0,548.0,1371.0,694.3333333333334,0.013265483646485735,0.002255132219902575,57.1875,0.0,0.014497796334957087,39.93
511,0.12,25.55,1506843,4497.0,335.0773849232822,2017,6,2,24,2,0,0,0.05,71000,138.94324853228963,106985853000,5,2,14,91,5,16,27.99,32.3,62.6,1,0,2,1,142000,2,9,4,4,1,16,0,1918.0,1694.0,1167.6666666666667,0.0003391196030376091,1.6955980151880455e-05,0.11363130976206359,0.0011118523460084502,0.010618226318203024,40.73
1585,0.1,713.25,1506843,4497.0,335.0773849232822,2017,6,5,25,2,1,0,0.45,71000,44.79495268138801,106985853000,5,2,14,91,5,16,27.99,32.3,62.6,1,0,0,0,0,3,0,4,4,0,12,3,1880.0,2194.0,1972.6666666666667,0.0010518680446469871,0.0004733406200911442,0.35245719368467865,0.0011118523460084502,0.010618226318203024,40.73
547,0.25,109.4,1506843,4497.0,335.0773849232822,2017,6,1,24,2,0,0,0.2,71000,129.79890310786107,106985853000,5,2,14,91,5,16,27.99,32.3,62.6,1,0,2,1,142000,5,14,0,4,1,16,0,580.0,2279.0,769.6666666666666,0.0003630106122535659,7.260212245071318e-05,0.12163664665332444,0.0011118523460084502,0.010618226318203024,40.73
753,0.25,128.01,1506843,4497.0,335.0773849232822,2017,6,2,25,2,0,0,0.17,71000,94.28950863213811,106985853000,5,2,14,91,5,16,27.99,32.3,62.6,1,0,0,0,0,5,22,1,4,2,12,3,547.0,1182.0,626.6666666666666,0.0004997202761004299,8.495244693707307e-05,0.16744496330887257,0.0011118523460084502,0.010618226318203024,40.73
2301,0.28,391.17,1506843,4497.0,335.0773849232822,2017,6,4,23,2,0,0,0.17,71000,30.856149500217295,106985853000,5,2,14,91,5,16,27.99,32.3,62.6,1,0,2,1,142000,6,5,0,4,3,16,0,2259.0,1694.0,1937.3333333333333,0.0015270336723865725,0.00025959572430571734,0.5116744496330887,0.0011118523460084502,0.010618226318203024,40.73
951,0.2,275.79,2159775,6036.0,357.8156064,2017,6,4,26,2,0,1,0.29,74000,77.81282860147213,159823350000,10,0,31,87,10,31,29.15,76.7,61.53,1,0,0,0,0,0,1,3,5,2,12,3,822.0,1546.0,1061.0,0.0004403236448241136,0.00012769385699899297,0.15755467196819087,0.0016567263088137839,0.014353346992163537,51.34
1467,0.1,337.41,2159775,6036.0,357.8156064,2017,6,0,24,2,0,0,0.23,74000,50.44308111792775,159823350000,10,0,31,87,10,31,29.15,76.7,61.53,1,0,2,1,148000,0,1,4,5,0,16,0,951.0,1410.0,1080.0,0.0006792374205646421,0.0001562246067298677,0.2430417495029821,0.0016567263088137839,0.014353346992163537,51.34
663,0.16,99.45,2159775,6036.0,357.8156064,2017,6,0,24,2,0,0,0.15,74000,111.61387631975867,159823350000,10,0,31,87,10,31,29.15,76.7,61.53,1,0,2,1,148000,1,13,4,5,1,16,0,1570.0,2043.0,987.0,0.0003069764211549814,4.604646317324721e-05,0.10984095427435388,0.0016567263088137839,0.014353346992163537,51.34
2154,0.23,150.78,2159775,6036.0,357.8156064,2017,6,2,24,2,0,0,0.07,74000,34.35468895078923,159823350000,10,0,31,87,10,31,29.15,76.7,61.53,1,0,2,1,148000,4,11,3,5,3,16,0,2035.0,2147.0,1659.6666666666667,0.000997326110358718,6.981282772511026e-05,0.35685884691848907,0.0016567263088137839,0.014353346992163537,51.34
1317,0.26,223.89,2159775,6036.0,357.8156064,2017,6,4,23,2,0,0,0.17,74000,56.18830675778284,159823350000,10,0,31,87,10,31,29.15,76.7,61.53,1,0,2,1,148000,5,8,1,5,0,16,0,1354.0,1784.0,1131.3333333333333,0.0006097857415703025,0.00010366357606695141,0.21819085487077536,0.0016567263088137839,0.014353346992163537,51.34
1029,0.35,133.77,224329,27.19,8250.422949613829,2017,6,1,25,2,0,0,0.13,91000,88.43537414965986,20413939000,2,0,4,9,2,4,27.25,72.8,80.9,1,0,0,0,0,0,2,4,6,2,12,3,2000.0,2467.0,1655.3333333333333,0.004587012824913408,0.0005963116672387432,37.84479588083854,0.07355645457888929,0.017830953643978263,61.66
833,0.11,116.62,224329,27.19,8250.422949613829,2017,6,4,22,2,0,0,0.14,91000,109.24369747899159,20413939000,2,0,4,9,2,4,27.25,72.8,80.9,1,0,0,0,0,0,2,3,6,2,12,3,1029.0,1937.0,1287.3333333333333,0.0037132960963584733,0.0005198614534901863,30.63626333210739,0.07355645457888929,0.017830953643978263,61.66
1450,0.16,275.5,224329,27.19,8250.422949613829,2017,6,2,26,2,0,0,0.19,91000,62.758620689655174,20413939000,2,0,4,9,2,4,27.25,72.8,80.9,1,0,0,0,0,1,13,4,6,0,12,3,2140.0,2394.0,1950.3333333333333,0.006463720695942121,0.0012281069322290028,53.32842956969474,0.07355645457888929,0.017830953643978263,61.66
621,0.28,260.82,224329,27.19,8250.422949613829,2017,6,2,24,2,0,0,0.42,91000,146.5378421900161,20413939000,2,0,4,9,2,4,27.25,72.8,80.9,1,0,2,1,182000,1,13,4,6,1,16,0,1450.0,2261.0,1403.6666666666667,0.0027682555532276255,0.0011626673323556027,22.839279146745127,0.07355645457888929,0.017830953643978263,61.66
1416,0.29,198.24,224329,27.19,8250.422949613829,2017,6,2,24,2,0,0,0.14,91000,64.26553672316385,20413939000,2,0,4,9,2,4,27.25,72.8,80.9,1,0,2,1,182000,3,20,3,6,0,16,0,1211.0,1452.0,1195.0,0.006312157589968306,0.0008837020625955628,52.07796984185362,0.07355645457888929,0.017830953643978263,61.66
1915,0.24,689.4,224329,27.19,8250.422949613829,2017,6,6,25,2,1,0,0.36,91000,47.51958224543081,20413939000,2,0,4,9,2,4,27.25,72.8,80.9,1,0,0,0,0,3,7,1,6,3,12,3,1416.0,958.0,1514.0,0.008536569057054594,0.0030731648605396536,70.4303052592865,0.07355645457888929,0.017830953643978263,61.66
2102,0.1,210.2,224329,27.19,8250.422949613829,2017,6,5,24,2,1,0,0.1,91000,43.29210275927688,20413939000,2,0,4,9,2,4,27.25,72.8,80.9,1,0,0,0,0,4,17,4,6,3,12,3,856.0,1706.0,1411.6666666666667,0.009370166139910577,0.0009370166139910577,77.30783376241264,0.07355645457888929,0.017830953643978263,61.66
2448,0.27,538.56,224329,27.19,8250.422949613829,2017,6,0,23,2,0,0,0.22,91000,37.173202614379086,20413939000,2,0,4,9,2,4,27.25,72.8,80.9,1,0,0,0,0,4,17,0,6,3,12,3,2102.0,1277.0,1802.0,0.010912543630114697,0.0024007595986252333,90.0331004045605,0.07355645457888929,0.017830953643978263,61.66
579,0.16,208.44,224329,27.19,8250.422949613829,2017,6,4,25,2,0,0,0.36,91000,157.16753022452505,20413939000,2,0,4,9,2,4,27.25,72.8,80.9,1,0,0,0,0,5,14,4,6,1,12,3,1126.0,2379.0,1273.0,0.002581030539965854,0.0009291709943877074,21.29459360058845,0.07355645457888929,0.017830953643978263,61.66
1288,0.31,90.16,224329,27.19,8250.422949613829,2017,6,4,24,2,0,0,0.07,91000,70.65217391304348,20413939000,2,0,4,9,2,4,27.25,72.8,80.9,1,0,3,1,273000,5,14,1,6,0,3,0,579.0,2114.0,997.6666666666666,0.005741567073361001,0.0004019096951352701,47.3703567488047,0.07355645457888929,0.017830953643978263,61.66
1953,0.33,292.95,224329,27.19,8250.422949613829,2017,6,4,24,2,0,0,0.15,91000,46.59498207885304,20413939000,2,0,4,9,2,4,27.25,72.8,80.9,1,0,3,1,273000,5,22,3,6,3,3,0,1288.0,1126.0,1273.3333333333333,0.008705963116672388,0.001305894467500858,71.8278778962854,0.07355645457888929,0.017830953643978263,61.66
1084,0.17,487.8,1064493,2904.0,366.5609504132232,2017,6,1,24,2,0,0,0.45,93000,85.79335793357933,98997849000,1,2,8,100,1,10,29.49,39.9,63.23,1,0,2,1,186000,0,2,1,7,2,16,0,1238.0,2181.0,1127.3333333333333,0.001018325155731414,0.00045824632007913625,0.37327823691460055,0.0003443526170798898,0.009394143503057324,46.58
837,0.13,234.36,1064493,2904.0,366.5609504132232,2017,6,4,25,2,0,0,0.28,93000,111.11111111111111,98997849000,1,2,8,100,1,10,29.49,39.9,63.23,1,0,0,0,0,0,2,4,7,2,12,3,1084.0,1060.0,1053.0,0.000786289811205898,0.00022016114713765145,0.2882231404958678,0.0003443526170798898,0.009394143503057324,46.58
2378,0.12,356.7,1064493,2904.0,366.5609504132232,2017,6,1,23,2,0,0,0.15,93000,39.1084945332212,98997849000,1,2,8,100,1,10,29.49,39.9,63.23,1,0,0,0,0,0,1,4,7,3,12,3,837.0,1238.0,1433.0,0.0022339273250270315,0.00033508909875405474,0.818870523415978,0.0003443526170798898,0.009394143503057324,46.58
1661,0.33,548.13,1064493,2904.0,366.5609504132232,2017,6,4,25,2,0,0,0.33,93000,55.99036724864539,98997849000,1,2,8,100,1,10,29.49,39.9,63.23,1,0,0,0,0,1,21,1,7,0,12,3,1457.0,1379.0,1212.3333333333333,0.0015603672358578216,0.0005149211878330811,0.571969696969697,0.0003443526170798898,0.009394143503057324,46.58
2032,0.18,467.36,1064493,2904.0,366.5609504132232,2017,6,4,23,2,0,0,0.23,93000,45.767716535433074,98997849000,1,2,8,100,1,10,29.49,39.9,63.23,1,0,2,1,186000,1,13,0,7,3,16,0,1661.0,519.0,1716.6666666666667,0.0019088899598212483,0.0004390446907588871,0.699724517906336,0.0003443526170798898,0.009394143503057324,46.58
1759,0.34,211.08,1064493,2904.0,366.5609504132232,2017,6,1,25,2,0,0,0.12,93000,52.87094940306993,98997849000,1,2,8,100,1,10,29.49,39.9,63.23,1,0,0,0,0,2,10,4,7,3,12,3,1992.0,1685.0,1623.6666666666667,0.0016524298421877832,0.00019829158106253402,0.6057162534435262,0.0003443526170798898,0.009394143503057324,46.58
1042,0.29,52.1,1064493,2904.0,366.5609504132232,2017,6,6,22,2,1,0,0.05,93000,89.2514395393474,98997849000,1,2,8,100,1,10,29.49,39.9,63.23,1,0,0,0,0,3,18,1,7,2,12,3,1648.0,613.0,1620.3333333333333,0.0009788697530185731,4.894348765092866e-05,0.35881542699724517,0.0003443526170798898,0.009394143503057324,46.58
557,0.14,150.39,1064493,2904.0,366.5609504132232,2017,6,0,26,2,0,0,0.27,93000,166.96588868940754,98997849000,1,2,8,100,1,10,29.49,39.9,63.23,1,0,0,0,0,4,17,1,7,1,12,3,1310.0,731.0,1038.6666666666667,0.000523253793120293,0.0001412785241424791,0.19180440771349863,0.0003443526170798898,0.009394143503057324,46.58
1752,0.16,297.84,1064493,2904.0,366.5609504132232,2017,6,1,24,2,0,0,0.17,93000,53.082191780821915,98997849000,1,2,8,100,1,10,29.49,39.9,63.23,1,0,2,1,186000,5,22,0,7,3,16,0,1382.0,1532.0,1826.0,0.001645853941735643,0.0002797951700950593,0.6033057851239669,0.0003443526170798898,0.009394143503057324,46.58
1668,0.3,200.16,1879809,5129.0,366.5059465782804,2017,6,2,26,2,0,0,0.12,76000,45.563549160671464,142865484000,0,2,9,47,0,11,27.51,65.5,63.73,1,0,0,0,0,0,3,1,8,0,12,3,2249.0,2310.0,1501.3333333333333,0.0008873241909151409,0.0001064789029098169,0.32520959251316045,0.0,0.005851658333373231,38.68
1531,0.18,199.03,1879809,5129.0,366.5059465782804,2017,6,0,24,2,0,0,0.13,76000,49.6407576747224,142865484000,0,2,9,47,0,11,27.51,65.5,63.73,1,0,2,1,152000,1,21,4,8,0,16,0,1984.0,571.0,1482.0,0.0008144444462176742,0.00010587777800829765,0.29849873269643207,0.0,0.005851658333373231,38.68
1179,0.34,271.17,1879809,5129.0,366.5059465782804,2017,6,5,24,2,1,0,0.23,76000,64.46140797285835,142865484000,0,2,9,47,0,11,27.51,65.5,63.73,1,0,0,0,0,2,10,1,8,2,12,3,1719.0,1540.0,1536.6666666666667,0.0006271913795497309,0.00014425401729643812,0.22986937024761162,0.0,0.005851658333373231,38.68
1189,0.16,118.9,1879809,5129.0,366.5059465782804,2017,6,2,26,2,0,0,0.1,76000,63.919259882253996,142865484000,0,2,9,47,0,11,27.51,65.5,63.73,1,0,0,0,0,2,15,1,8,2,12,3,1179.0,1712.0,1362.3333333333333,0.0006325110689437065,6.325110689437066e-05,0.2318190680444531,0.0,0.005851658333373231,38.68
1382,0.34,234.94,1879809,5129.0,366.5059465782804,2017,6,2,25,2,0,0,0.17,76000,54.99276410998553,142865484000,0,2,9,47,0,11,27.51,65.5,63.73,1,0,0,0,0,4,11,1,8,0,12,3,1367.0,2118.0,1591.3333333333333,0.0007351810742474369,0.00012498078262206425,0.26944823552349384,0.0,0.005851658333373231,38.68
2337,0.32,747.84,1879809,5129.0,366.5059465782804,2017,6,3,23,2,0,0,0.32,76000,32.520325203252035,142865484000,0,2,9,47,0,11,27.51,65.5,63.73,1,0,2,1,152000,5,22,4,8,3,16,0,2128.0,1100.0,2140.6666666666665,0.0012432114113721127,0.0003978276516390761,0.4556443751218561,0.0,0.005851658333373231,38.68
650,0.19,84.5,1879809,5129.0,366.5059465782804,2017,6,5,23,2,1,0,0.13,76000,116.92307692307692,142865484000,0,2,9,47,0,11,27.51,65.5,63.73,1,0,2,1,152000,5,8,4,8,1,16,0,2337.0,1957.0,1705.0,0.00034577981060841817,4.495137537909436e-05,0.12673035679469682,0.0,0.005851658333373231,38.68
1224,0.22,403.92,1879809,5129.0,366.5059465782804,2017,6,0,26,2,0,0,0.33,76000,62.091503267973856,142865484000,0,2,9,47,0,11,27.51,65.5,63.73,1,0,0,0,0,6,5,1,8,2,12,3,2305.0,1192.0,2002.6666666666667,0.0006511299818226213,0.00021487289400146505,0.23864301033339833,0.0,0.005851658333373231,38.68
1152,0.11,264.96,3038252,3710.0,818.9358490566037,2017,6,1,23,2,0,0,0.23,95000,82.46527777777777,288633940000,21,2,16,244,21,18,30.83,43.2,55.9,1,0,0,0,0,0,2,1,9,2,12,3,523.0,765.0,951.3333333333334,0.0003791653885194513,8.720803935947379e-05,0.3105121293800539,0.005660377358490566,0.005924459195616427,60.79
1554,0.35,497.28,3038252,3710.0,818.9358490566037,2017,6,3,24,2,0,0,0.32,95000,61.13256113256113,288633940000,21,2,16,244,21,18,30.83,43.2,55.9,1,0,3,1,285000,0,2,0,9,0,3,0,1152.0,1179.0,1076.3333333333333,0.0005114783105548849,0.00016367305937756315,0.4188679245283019,0.005660377358490566,0.005924459195616427,60.79
2376,0.24,475.2,3038252,3710.0,818.9358490566037,2017,6,4,25,2,0,0,0.2,95000,39.98316498316498,288633940000,21,2,16,244,21,18,30.83,43.2,55.9,1,0,0,0,0,1,13,1,9,3,12,3,1480.0,1644.0,1753.6666666666667,0.0007820286138213683,0.00015640572276427367,0.6404312668463612,0.005660377358490566,0.005924459195616427,60.79
1678,0.19,335.6,3038252,3710.0,818.9358490566037,2017,6,5,22,2,1,0,0.2,95000,56.6150178784267,288633940000,21,2,16,244,21,18,30.83,43.2,55.9,1,0,0,0,0,2,15,0,9,0,12,3,1563.0,1881.0,1312.0,0.0005522912516802424,0.0001104582503360485,0.4522911051212938,0.005660377358490566,0.005924459195616427,60.79
2406,0.27,625.56,3038252,3710.0,818.9358490566037,2017,6,4,26,2,0,1,0.26,95000,39.484621778886115,288633940000,21,2,16,244,21,18,30.83,43.2,55.9,1,0,0,0,0,3,20,3,9,3,12,3,2120.0,1680.0,1772.0,0.0007919027124807291,0.00020589470524498953,0.6485175202156335,0.005660377358490566,0.005924459195616427,60.79
1126,0.26,157.64,3038252,3710.0,818.9358490566037,2017,6,0,24,2,0,0,0.14,95000,84.36944937833037,288633940000,21,2,16,244,21,18,30.83,43.2,55.9,1,0,2,1,190000,3,7,4,9,2,16,0,2406.0,790.0,1884.0,0.00037060783634800535,5.1885097088720746e-05,0.3035040431266846,0.005660377358490566,0.005924459195616427,60.79
1623,0.23,405.75,3038252,3710.0,818.9358490566037,2017,6,5,22,2,1,0,0.25,95000,58.533579790511396,288633940000,21,2,16,244,21,18,30.83,43.2,55.9,1,0,0,0,0,3,0,1,9,0,12,3,1126.0,2120.0,1718.3333333333333,0.0005341887374714145,0.0001335471843678536,0.43746630727762803,0.005660377358490566,0.005924459195616427,60.79
1350,0.19,283.5,3038252,3710.0,818.9358490566037,2017,6,1,23,2,0,0,0.21,95000,70.37037037037037,288633940000,21,2,16,244,21,18,30.83,43.2,55.9,1,0,0,0,0,4,17,1,9,0,12,3,1991.0,2051.0,1570.3333333333333,0.000444334439671232,9.331023233095872e-05,0.3638814016172507,0.005660377358490566,0.005924459195616427,60.79
1604,0.33,561.4,3038252,3710.0,818.9358490566037,2017,6,2,25,2,0,0,0.35,95000,59.22693266832918,288633940000,21,2,16,244,21,18,30.83,43.2,55.9,1,0,0,0,0,4,19,0,9,0,12,3,1350.0,1370.0,1648.3333333333333,0.0005279351416538194,0.00018477729957883676,0.4323450134770889,0.005660377358490566,0.005924459195616427,60.79
540,0.17,129.6,3038252,3710.0,818.9358490566037,2017,6,0,23,2,0,0,0.24,95000,175.92592592592592,288633940000,21,2,16,244,21,18,30.83,43.2,55.9,1,0,0,0,0,5,22,1,9,1,12,3,1473.0,2436.0,1375.0,0.0001777337758684928,4.265610620843827e-05,0.14555256064690028,0.005660377358490566,0.005924459195616427,60.79
1268,0.2,253.6,3038252,3710.0,818.9358490566037,2017,6,5,25,2,1,0,0.2,95000,74.9211356466877,288633940000,21,2,16,244,21,18,30.83,43.2,55.9,1,0,0,0,0,6,5,0,9,0,12,3,1160.0,1057.0,1313.3333333333333,0.0004173452366689794,8.346904733379588e-05,0.3417789757412399,0.005660377358490566,0.005924459195616427,60.79
771,0.22,277.56,289916,36.0,8053.222222222223,2017,6,4,25,2,0,0,0.36,91000,118.02853437094683,26382356000,7,1,12,84,7,13,26.52,93.5,83.9,1,0,0,0,0,0,3,1,10,2,12,3,1088.0,962.0,1296.0,0.002659390996012638,0.0009573807585645497,21.416666666666668,0.19444444444444445,0.04484057451123774,67.54
1811,0.32,488.97,289916,36.0,8053.222222222223,2017,6,6,24,2,1,0,0.27,91000,50.24848150193263,26382356000,7,1,12,84,7,13,26.52,93.5,83.9,1,0,0,0,0,0,1,1,10,3,12,3,771.0,2029.0,1223.3333333333333,0.006246636956911657,0.0016865919783661475,50.30555555555556,0.19444444444444445,0.04484057451123774,67.54
2090,0.34,856.9,289916,36.0,8053.222222222223,2017,6,0,26,2,0,0,0.41,91000,43.54066985645933,26382356000,7,1,12,84,7,13,26.52,93.5,83.9,1,0,0,0,0,0,1,0,10,3,12,3,1811.0,1088.0,1557.3333333333333,0.007208984671422067,0.0029556837152830474,58.05555555555556,0.19444444444444445,0.04484057451123774,67.54
2335,0.17,607.1,289916,36.0,8053.222222222223,2017,6,0,24,2,0,0,0.26,91000,38.97216274089936,26382356000,7,1,12,84,7,13,26.52,93.5,83.9,1,0,2,1,182000,3,20,4,10,3,16,0,509.0,1763.0,1244.0,0.008054057037210778,0.0020940548296748025,64.86111111111111,0.19444444444444445,0.04484057451123774,67.54
1223,0.12,146.76,289916,36.0,8053.222222222223,2017,6,0,26,2,0,0,0.12,91000,74.40719542109566,26382356000,7,1,12,84,7,13,26.52,93.5,83.9,1,0,0,0,0,4,17,1,10,2,12,3,2306.0,2192.0,1888.0,0.00421846327901875,0.00050621559348225,33.97222222222222,0.19444444444444445,0.04484057451123774,67.54
2265,0.33,543.6,289916,36.0,8053.222222222223,2017,6,1,25,2,0,0,0.24,91000,40.1766004415011,26382356000,7,1,12,84,7,13,26.52,93.5,83.9,1,0,0,0,0,4,12,0,10,3,12,3,1223.0,2135.0,1931.3333333333333,0.007812607789842576,0.001875025869562218,62.916666666666664,0.19444444444444445,0.04484057451123774,67.54
1879,0.18,394.59,289916,36.0,8053.222222222223,2017,6,5,22,2,1,0,0.21,91000,48.430015965939326,26382356000,7,1,12,84,7,13,26.52,93.5,83.9,1,0,0,0,0,4,19,1,10,3,12,3,2265.0,2306.0,1789.0,0.006481187654355055,0.0013610494074145613,52.19444444444444,0.19444444444444445,0.04484057451123774,67.54
1213,0.25,545.85,289916,36.0,8053.222222222223,2017,6,5,23,2,1,0,0.45,91000,75.02061005770817,26382356000,7,1,12,84,7,13,26.52,93.5,83.9,1,0,2,1,182000,5,14,4,10,2,16,0,708.0,747.0,912.3333333333334,0.004183970529394721,0.0018827867382276247,33.69444444444444,0.19444444444444445,0.04484057451123774,67.54
609,0.12,243.6,289916,36.0,8053.222222222223,2017,6,1,25,2,0,0,0.4,91000,149.42528735632183,26382356000,7,1,12,84,7,13,26.52,93.5,83.9,1,0,0,0,0,6,16,4,10,1,12,3,933.0,1144.0,1275.0,0.0021006084521033677,0.0008402433808413471,16.916666666666668,0.19444444444444445,0.04484057451123774,67.54
862,0.16,310.32,289916,36.0,8053.222222222223,2017,6,6,25,2,1,0,0.36,91000,105.56844547563806,26382356000,7,1,12,84,7,13,26.52,93.5,83.9,1,0,0,0,0,6,6,1,10,2,12,3,609.0,2283.0,801.3333333333334,0.002973275017591302,0.001070379006332869,23.944444444444443,0.19444444444444445,0.04484057451123774,67.54
1972,0.15,571.88,1726601,3420.0,504.8540935672515,2017,6,5,25,2,1,0,0.29,89000,45.13184584178499,153667489000,3,2,14,82,3,16,29.66,55.5,63.77,1,0,0,0,0,0,3,0,11,3,12,3,2323.0,1681.0,1879.3333333333333,0.0011421283782414118,0.00033121722969000944,0.5766081871345029,0.0008771929824561404,0.009266761689585491,48.7
1382,0.28,179.66,1726601,3420.0,504.8540935672515,2017,6,6,25,2,1,0,0.13,89000,64.39942112879885,153667489000,3,2,14,82,3,16,29.66,55.5,63.77,1,0,0,0,0,2,15,4,11,0,12,3,927.0,2194.0,1569.6666666666667,0.0008004165409379469,0.00010405415032193309,0.404093567251462,0.0008771929824561404,0.009266761689585491,48.7
1314,0.15,118.26,1726601,3420.0,504.8540935672515,2017,6,0,26,2,0,0,0.09,89000,67.73211567732116,153667489000,3,2,14,82,3,16,29.66,55.5,63.77,1,0,0,0,0,2,4,4,11,0,12,3,1382.0,2400.0,1207.6666666666667,0.0007610328037572085,6.849295233814876e-05,0.38421052631578945,0.0008771929824561404,0.009266761689585491,48.7
525,0.31,99.75,1726601,3420.0,504.8540935672515,2017,6,4,23,2,0,0,0.19,89000,169.52380952380952,153667489000,3,2,14,82,3,16,29.66,55.5,63.77,1,0,2,1,178000,3,18,1,11,1,16,0,1230.0,1273.0,1134.0,0.00030406561793952394,5.777246740850955e-05,0.15350877192982457,0.0008771929824561404,0.009266761689585491,48.7
1239,0.29,322.14,1726601,3420.0,504.8540935672515,2017,6,1,25,2,0,0,0.26,89000,71.83212267958031,153667489000,3,2,14,82,3,16,29.66,55.5,63.77,1,0,0,0,0,5,14,4,11,2,12,3,1150.0,558.0,1604.6666666666667,0.0007175948583372766,0.00018657466316769188,0.362280701754386,0.0008771929824561404,0.009266761689585491,48.7
766,0.25,283.42,1726601,3420.0,504.8540935672515,2017,6,0,26,2,0,0,0.37,89000,116.18798955613578,153667489000,3,2,14,82,3,16,29.66,55.5,63.77,1,0,0,0,0,5,22,1,11,2,12,3,1239.0,2425.0,1051.6666666666667,0.00044364621588890545,0.00016414909987889502,0.2239766081871345,0.0008771929824561404,0.009266761689585491,48.7
2266,0.17,317.24,88430,30.36,2912.7140974967065,2017,6,2,26,2,0,0,0.14,84000,37.06972639011474,7428120000,6,1,21,17,6,22,15.24,234.5,89.47,1,0,0,0,0,1,13,4,12,3,12,3,2038.0,1070.0,1950.6666666666667,0.025624787967884203,0.0035874703155037886,74.6376811594203,0.1976284584980237,0.24878434920275927,56.06
2359,0.33,424.62,88430,30.36,2912.7140974967065,2017,6,1,23,2,0,0,0.18,84000,35.60830860534124,7428120000,6,1,21,17,6,22,15.24,234.5,89.47,1,0,0,0,0,2,4,3,12,3,12,3,1852.0,661.0,2103.3333333333335,0.02667646726224132,0.004801764107203438,77.70092226613966,0.1976284584980237,0.24878434920275927,56.06
1402,0.18,252.36,88430,30.36,2912.7140974967065,2017,6,2,26,2,0,0,0.18,84000,59.91440798858773,7428120000,6,1,21,17,6,22,15.24,234.5,89.47,1,0,0,0,0,3,0,1,12,0,12,3,507.0,2227.0,1171.0,0.015854348071921293,0.002853782652945833,46.179183135704875,0.1976284584980237,0.24878434920275927,56.06
1046,0.19,376.56,88430,30.36,2912.7140974967065,2017,6,1,25,2,0,0,0.36,84000,80.30592734225621,7428120000,6,1,21,17,6,22,15.24,234.5,89.47,1,0,0,0,0,3,18,0,12,2,12,3,1402.0,1604.0,985.0,0.01182856496664028,0.004258283387990501,34.453227931488804,0.1976284584980237,0.24878434920275927,56.06
995,0.3,238.8,88430,30.36,2912.7140974967065,2017,6,2,24,2,0,0,0.24,84000,84.42211055276383,7428120000,6,1,21,17,6,22,15.24,234.5,89.47,1,0,2,1,168000,3,18,4,12,2,16,0,1046.0,507.0,1147.6666666666667,0.011251837611670248,0.0027004410268008597,32.7733860342556,0.1976284584980237,0.24878434920275927,56.06
1147,0.27,504.68,88430,30.36,2912.7140974967065,2017,6,6,25,2,1,0,0.44,84000,73.23452484742808,7428120000,6,1,21,17,6,22,15.24,234.5,89.47,1,0,0,0,0,6,5,0,12,2,12,3,1063.0,1332.0,1142.0,0.01297071129707113,0.005707112970711297,37.77997364953887,0.1976284584980237,0.24878434920275927,56.06
1394,0.18,236.98,88430,30.36,2912.7140974967065,2017,6,2,26,2,0,0,0.17,84000,60.25824964131994,7428120000,6,1,21,17,6,22,15.24,234.5,89.47,1,0,0,0,0,6,16,0,12,0,12,3,1147.0,1216.0,1201.3333333333333,0.01576388103584756,0.0026798597760940854,45.91567852437418,0.1976284584980237,0.24878434920275927,56.06
696,0.25,292.32,565223,1756.0,321.88097949886105,2017,6,5,24,2,1,0,0.42,61000,87.64367816091954,34478603000,0,0,2,59,0,2,31.2,38.1,57.2,1,0,0,0,0,0,1,1,13,1,12,3,2292.0,2111.0,1284.6666666666667,0.0012313723963816052,0.0005171764064802742,0.39635535307517084,0.0,0.003538426426383923,27.34
591,0.29,189.12,565223,1756.0,321.88097949886105,2017,6,1,25,2,0,0,0.32,61000,103.21489001692048,34478603000,0,0,2,59,0,2,31.2,38.1,57.2,1,0,0,0,0,0,1,0,13,1,12,3,696.0,866.0,1193.0,0.0010456050089964492,0.00033459360287886375,0.3365603644646925,0.0,0.003538426426383923,27.34
